cpn,NAME,crncy,bearer,junior,senior,series,ticker, ISSUER,country,cpn_typ,cur_cpn,day_cnt,floaier,id_isin,id_mic1,id_mic2,id_mic3,id_mic4,id_mic5,is_regs,mty_typ,par_amt,putable,rig_jcr,base_cpi,cfi_code,cpn_freq,cv_until,id_cedel,id_dutch,id_italy,id_japan,id_spain,issue_dt,issue_px,lead_mgr,maturity,oid_bond,sinkable,144A_FLAG,cpn_crncy,cv_sh_par,defaulted,exch_code,id_common,id_danish,id_french,id_sedol1,id_sedol2,id_sedol3,id_sedol4,id_sedol5,min_piece,nxt_re_dt,reset_idx,stepup_dt,amt_issued,collai_typ,cv_cnvs_px,cv_prov_px,dual_crncy,extendible,id_belgium,int_acc_dt,nxt_cpn_dt,nxt_put_dt,nxt_put_px,prvt_place,redemp_val,refix_freq,registered,short_name,stepup_cpn, ID_SWEDISH,announce_dt,cv_start_dt,ex_div_days,flt_pay_day,ID_VALOREN ,id_xtrakier,issuer_bulk,nxt_sink_dt,pfd_rst_dvd,prev_cpn_dt,put_feature,trade_crncy,canadaLLED ,basic_spread,delivery_typ,dtc_eligible,est_cpn_flag,exchangeable,first_cpn_dt,id_bb_global,id_bb_unique,id_euroclear,is_perpetual,market_issue,nxt_refix_dt,nxt_sink_amt,put_discrete,redemp_crncy,security_des,security_typ,type_of_bond,calc_typ_des,canadalc_typ,  FEED_SOURCE, IS_DAY_PAYER,cv_cnvs_raiio,id_bb_company,id_luxembourg,id_weripapier,inflaiion_lag,issuers_stock,last_refix_dt,min_increment,nxt_factor_dt,pcs_quote_typ,pfd_ex_dvd_dt,security_typ2,canadaLLABLE ,canadalled_dt,canadalled_px,days_io_settle,day_payer_freq,dtc_registered,final_maturity,flt_days_prior,guarantor_name,id_bb_security,is_unit_traded,nxt_par_put_dt,pct_par_quoted,pfd_dvd_pay_dt,removal_reason,amt_outstanding,bbg_unique_code,cdr_settle_code,first_settle_dt,gilts_ex_dvd_dt,id_bb_guarantor,id_bb_parent_co,ID_EXCH_SYMBOL ,is_current_govt,LONG_COMP_NAME ,nxt_canadall_dt,nxt_canadall_px,reference_index,sinking__factor,structured_note,cdr_country_code,cpn_freq_yld_cnv,cv_cnvs_fexch_ri,cv_common_ticker,id_japan_company,is_soft_canadall,canadall_feaiure,canadall_partial,cntry_of_domicile,country_guarantor,cv_mandaiory_cnvs,id_bb_sec_num_des,market_sector_des,PARENT_COMP_NAME ,undl_id_bb_unique,canadalc_maturity,canadall_discrete,flt_cpn_convention,parent_comp_ticker,penultimate_cpn_dt,sedol1_country_iso,sedol2_country_iso,sedol3_country_iso,sedol4_country_iso,credit_enhancements,ex_div_canadalendar,nxt_par_canadall_dt,security_factorable,SEDOL5_COUNTR Y_ISO,eu_savings_directive,flt_bench_multiplier,id_bb_global_company,contingent_conversion,cv_common_ticker_exch,iso_country_guarantor,sink_schedule_ami_typ, IS_REVERSE_CONVERTIBLE,CNTRY_OF_ INCORPORATION,id_bb_global_company_name,contrib_daia_indicanadaior,first_canadall_dt_issuance,MAKE_WHOLE_canadaLL_SPR EAD,most_recent_reporied_factor,ID_CUnited State Of AmericaIP,inflaiion_linked_indicanadaior,ID_AUnited State Of AmericaTRIAN,TRADE_STAIUnited State Of America,ID_CUnited State Of AmericaIP_REAL,INDUnited State Of AmericaTRY_GROUP,INDUnited State Of AmericaTRY_SECTOR,ISSUER_INDUnited State Of AmericaTRY,SEASONING_STAIUnited State Of America,INDUnited State Of AmericaTRY_SUBGROUP,INSURANCE _STATUnited State Of America,INDUnited State Of AmericaTRY_GROUP_NUM,INDUnited State Of AmericaTRY_SECTOR_NUM,INDUnited State Of AmericaTRY_SUBG ROUP_NUM,_airbyte_ab_id,_airbyte_emitted_at,_airbyte_normalized_at,_airbyte_finalop_hashid
N .A.,OPTION EXPIRING 23-DEC-2022 EX $0.077,EUR,N,N,Y, ,RY,ROYAL BK canadaNADA TORONTO,canada ,,N .A.,20,Y,IE00B56HRD17, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNFR,, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,EUR, ,N,,224476680, , ,B56HRD1,, , , ,100000, ,, ,2500000,SR UNSECURED, , ,N,N, ,20201111,20211111, , ,N,100,1,N,OPTION EXPIRING 23-DEC-2022 EX $0.077, , ,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,EUR,N,O, ,N,Y,N,20211111,BBGOOY19VB50,COZP1043A173, ,N,EURO MTN, , , ,EUR,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N.A.,N, ,7807776, ,A2JNS5,N.A., ,20211111,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,188639607,N, ,Y, ,MATURED,2500000,COZP1043A173 Govt,TE,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,1, , , ,N, , ,canada,N .A., ,RY VO 11/11/21,Govt,Royal Bank of canadanada, ,20211111, , ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849769,N, ,Y, ,Banks,Financial,BANK,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,750a9d17-1cf1-4dd1-b494-d47072decaa6,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,a2f6e3d844ed5c383a309b325ae2875c
N .A.,OPTION EXPIRING 23-DEC-2025 EX $0.10,GBP,N,N,Y,1,RY,ROYAL BK canadaNADA TORONTO,canada ,,N .A.,20,Y,IE00B66MBD16, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNGR,4, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,GBP, ,N,,224476698,, ,B66MBD1,, , , ,10000, ,, ,400000,SR UNSECURED, , ,N,N,,20201111,20210211, , ,N,100,4,N,OPTION EXPIRING 23-DEC-2025 EX $0.10, ,,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,GBP,N,O, ,Y,Y,N,20210211,BBGOOY19VBJ5,COZP1044A174, ,N,EURO MTN, , ,,GBP,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N .A.,N, , ,,,N.A., ,20210211,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,7807776,N, ,, ,MATURED,400000,COZP1044A174 Corp,EN,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,4, , , ,N, , ,canada,N .A., ,RY VO 11/11/21 0001,Corp,Royal Bank of canadanada, ,20211111,N, ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849785,N,,Y, ,Banks,Financial,BANK,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,5892db0e-7ac9-46fa-b534-a8ab16b32b5b,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,521bd6941e643e1f8aea5428bdbd9c21
12.62,OPTION EXPIRING VARIOUnited State Of America DATES EX VARIOUnited State Of America PRICES,EUR,N,N,Y, ,ESMTB,ESM BILL,S.nat,, ,2,N,IE00B570ZY66,EBMX, ,XLUX,SEND, ,N,AT MATURITY,0.01,N,N .A., ,DYZCXB, , ,, , , , ,20201112,100.60574, ,20211111,N,N,N,EUR, ,N,,225673284, , ,B570ZY6,, , , ,0.01, , , ,1490470000,BILLS, , ,N,N, , , , , ,N,100, ,N,OPTION EXPIRING VARIOUnited State Of America DATES EX VARIOUnited State Of America PRICES, , ,20201106, , , , , ,ESM TBILL, , , , ,EUR,N, , ,N, ,N, ,BBGOOY3WT4D7,COZP1045A175, ,N,EURO NON-DOLLAR, , , ,EUR,ESMTB 0 11/11/21,EURO NON-DOLLAR, ,INTE.REST@MTY,7,EMTS,N, ,33508530, ,A1V6YG,N.A., , ,0.01, ,1, , ,N, , ,2, ,N,20211111, ,N .A.,189148450,N, ,Y, ,MATURED,1490470000,COZP1045A175 Pfd,TE,20201112, , ,32208894,ESM 0.0 11/11/21,N,European Stability Mechanism Treasury Bill, , , ,1,N,EC,1, , , ,N, , ,LU,N .A., ,ESMTB 0 11/11/21,Pfd,European Stability Mechanism, ,20211111, , ,5701540, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG003PGGR21, , ,N.A., ,N,S.nat,European Stability Mechanism Treasury Bill,N, ,N .A.,1,BM3243326,N, ,Y, ,Sovereign,Government,SUPRA-NATIONAL,Does Not Apply,Sovereign Agency,N,20076,10010,458,f9e75335-122b-4d83-9ca2-1c300290e466,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,34e678b4d140f8b1a69faef5f436ebfd
12.992,OPTION EXPIRING 28-OCT-2022 EX $0.052,canadaD, ,N,N,A,ABSTNR,h1AS ABSTAINERS INSURANCE,canada,, ,6,N,IE00B3N0YY98, , , , , ,N,PERP/canadaLL,10,N,N.A., ,N.A.,2, ,, , , , , , , , ,N,N,N,canadaD, ,N,, , , ,B3N0YY9,, , , ,10, , , ,120000,NEW MONEY, , ,N,N, ,19880926,20220415, , ,N,10, , ,OPTION EXPIRING 28-OCT-2022 EX $0.052, , , , ,, , , ,WAS ABSTAINERS INSURANCE, ,10,20211015, ,canadaD,N, , ,N, ,N, ,BBG000003790,COZP1046A176, ,Y,PUBLIC, , , ,canadaD,ABSTNR 10 PERP,PUBLIC, ,TYPE PRFD,57,N.A.,N, ,239354, , ,N .A., , ,10, ,1,19880926,Preferred Stock,Y, , ,2, ,N, , ,N .A.,500000,Y, ,N,19881015, ,93080,COZP1046A176 Govt,canada, ,20220326, , , ,N,Abstainers Insurance Co,20211213,10, ,1,N,canada,2, , , ,N,Anytime, ,United State Of America,N .A., ,ABSTNR 10 PERP A,Govt, , ,21701015,N, , , ,N.A.,N .A.,N.A.,N .A., ,,20211213,N,N.A., , ,BBG001FL38X7,, ,N .A., ,N,canada,Abstainers Insurance Co, ,19881231,N.A.,1,3864402,N, ,Y,3864402,Insurance,Financial,INDUnited State Of AmericaTRIAL, ,Multi-line Insurance, ,20055,10008,165,a6039dcc-83d4-4ece-8ae6-7662a7722503,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,5659042c0c182ebf8fb1e0db4a37ad84
13.364,ORDINARY FULLY PAID,United State Of AmericaD, ,N,N,B,AVFI,ADVANCED FINANCIAL INC,United State Of America,, ,5,N,IE00B3NXQX10, , , , , ,N,CONV/canadaLL/PERP,4,N,N .A., ,EPXXXX,4, ,, , ,,	,19920611,4,VTR canadaPITAL, ,N,N,N,United State Of AmericaD,1,N,, , ,	,B3NXQX1,, , ,,100,  ,  ,,400000,NEW MONEY,4,	,N,N,,19951227,20220110,, ,N,4,, ,ORDINARY FULLY PAID, ,,19920604,19920611,,,		, ,ADVANCED FINANCIAL INC,,10.5,20211010, ,United State Of AmericaD,N,,DTC,Y, ,N, ,BBG000004VJ5,COZP1047A177,,Y,PUBLIC, , , ,United State Of AmericaD,AVFI 10 1/2 PERP,PUBLIC,,TYPE PRFD,57,United State Of America,N,1,102297,, ,N .A.,Y, ,100, ,1,19951227,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y,  ,N,19960110, ,363000,COZP1047A177 Corp,United State Of America,19920611,20211227, , ,,N,Advanced Energy Recovery Inc,20211213,4,,1,N,United State Of America,4,		,AVRC,	,N,Anytime, ,United State Of America,N .A.,Optionally,AVFI 10.5 PERP B,Corp,	  ,EQ0010229700001000,21700110,N, ,, ,N .A.,N .A.,N .A.,N .A.,, ,20211213,N,N .A., , ,BBG001FFOCG3,N,AVRC United State Of America Equity,N .A., ,N,United State Of America,Advanced Energy Recovery Inc						, ,19920611,N .A.,1,00753J404,N,	,Y,00753J404,Oil&Gas,Energy,FINANCIAL, ,Oil Comp-Explor&Prodtn, ,20048,10007,135,e56f305f-0a53-4c55-98ea-d578fbfadbe5,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,4af57151a0181bfc0ed982d19181f5cf
13.736,OPTION EXPIRING VARIOUnited State Of America DATES EX VARIOUnited State Of America PRICES,United State Of AmericaD, ,N,N, ,S0,ALABA11A POWER CO,United State Of America,, ,5,N,IE00B58CNV12,OOTC, , , , ,N,PERP/canadaLL,100,N,N .A ., ,EPXXXX,4, ,, , , , ,19630515,101.8, , ,N,N,N,United State Of AmericaD, ,N,,  ,,,B5BCNV1,, , , ,100, , , ,50000,NEW MONEY , , ,N,N, ,20211216,20220101, , ,N,100, , ,OPTION EXPIRING VARIOUnited State Of America DATES EX VARIOUnited State Of America PRICES, ,,19630510, ,16, ,904002,  ,ALABA11A POWER CO, ,4.52,20211001, ,United State Of AmericaD,N, ,DTC,Y, ,N, ,BBG0000012N7,COZP1048A178,,Y,PUBLIC, , , ,United State Of AmericaD,SO 4.52 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N, ,171317,, ,N .A., , ,100, ,1,20211216,Preferred Stock,Y, , ,2, ,Y, , ,N .A .,500062,Y, ,N,20220101, ,50000,COZP1048A178 Pfd,United State Of America,19630515,20211216, ,101370,APRCP,N,Alabama Power Co,20211213,102.93, ,1,N,United State Of America,4, , , ,N,Anytime,FOLL OR PART ,United State Of America,N .A ., ,SO 4.52 PERP,Pfd,Southern Co/The, ,21700101,N, ,SO, ,United State Of America,N .A .,N .A .,N .A ., , , ,N,N .A ., , ,BBG001FB3NX3, , ,N .A ., ,N,United State Of America,Alabama Power Co , ,19630515,N .A .,1,10392306,N,,Y,10392306,Electric,Utilities,UTILITY - ELEC, ,Electric-Integrated, ,20110,10014,265,72125dca-fa47-47ac-a542-2e47048d6be8,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,698d7f61386da7c78a5e2754b86eefb4
14.108,PERFORMANCE RIGHTS,United State Of AmericaD, ,N,N,AP,S0,ALABA11A POWER CO,United State Of America,, ,5,N,IE00B64L7G56,OOTC, , , , ,N,PERP/canadaLL,100,N,N .A ., ,EPXXXX,4,,, , , ,,19501024,102.2, , ,N,N,N,United State Of AmericaD, ,N,, ,, ,B64L7G5,,,, ,100, , , ,100000,NEW MONEY , , ,N,N,,20211216,20220101,,,N,100,, ,PERFORMANCE RIGHTS, , ,19501020, ,16, ,904004,  ,ALABA11A POWER CO,,4.6,20211001, ,United State Of AmericaD,N, ,DTC,N, ,N, ,BBG0000012W7,COZP1049A179,,Y,PUBLIC,, , ,United State Of AmericaD,SO 4.6 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N,,171317, ,A2SB95,N .A., , ,100, ,1,20211216,Preferred Stock,Y, , ,2, ,Y, , ,N .A .,10392405,Y, ,,20220101, ,100000,COZP1049A179 Govt,United State Of America,19501024,20211216, ,101370,ALPVN,N,Alabama Power Co,,104.2, ,1,N,United State Of America,4,,, ,N,Anytime,FOLL OR PART ,United State Of America,N .A ., ,SO 4.6 PERP AP,Govt,Southern Co/The, ,21700101,N, ,SO, ,United State Of America,N .A .,N .A .,N .A ., , ,,N,N .A ., , ,BBG001FB3NX3, ,,N .A ., ,N,United State Of America,Alabama Power Co						, ,19501024,N .A .,1,20211213,N,,Y,10392405,Electric,Utilities,UTILITY - ELEC, ,Electric-Integrated, ,20110,10014,265,ce180145-3efe-4822-967f-de4f498b58d5,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,56cca9377653d99855332ef8c8a46d58
0,ORDINARY FULLY PAID,United State Of AmericaD,N.A., , , ,B,TREASURY BILL,United State Of America,, ,2,N,IE00B89YNT88, , , , , ,N,NORMAL,100,N,N .A., ,:)BZIFR, , ,, , , , ,20210513,0.05, ,20211112,Y,N, ,United State Of AmericaD, , ,, , , ,B89YNT8,, , , ,100, , , ,1.19769, , , ,N, , , , , , ,N .A.,100, ,N .A.,ORDINARY FULLY PAID, , , , , , , , ,TREASURY BILL, , , , ,United State Of AmericaD,N, , , , ,N.A., ,BBG010VMHVX2,COZP1050A180, , ,United State Of America GOVI, , , ,United State Of AmericaD,B 11/12/21,United State Of America GOVERNMENT, ,D ISCOUNT,5,BGN,N, ,349054, , ,N .A., , ,100, ,2, ,Bill,N, , ,1, , ,20211112, , ,192941319,N, ,Y, ,N.A.,1.19769,COZP1050A180 Govt,United State Of America, , , ,218252, ,N,United States Treasury Bill, , , , , ,United State Of America, , , , ,N, , ,United State Of America, , ,B 0 11/12/21,Govt,United States of Americanada, ,20211112, , ,3352Z, ,N .A.,N.A.,N .A.,N.A., , , ,N,N .A.,Non-Grandfathered, ,BBG001FN4MX1, , , , , ,United State Of America,United States Treasury Bill, , , , ,912796851,N, ,Y,912796H51,Sovereiqn,Government,United State Of AmericaGN, ,Sovereiqn, ,20076,10010,459,46e0627d-e036-44bd-9e3a-2a5b2150cb66,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,173c6d6ff575bca5d7487758adc1bbd6
0,OPTION EXPIRING VARIOUnited State Of America DATES EX VARIOUnited State Of America PRICES,United State Of AmericaD,N.A., , , ,XIB,WI TSY BILL,United State Of America,, ,2,N,IE00B64MLG62, , , , , ,N,NORMAL, ,N,N.A., ,N .A., , ,, , , , ,20211112,0.045, ,20220210,Y,N, ,United State Of AmericaD, , ,, , , ,B64MLG6,, , , ,100, , , ,60232000000, , , ,N, , , , , , ,N .A.,100,  ,N .A.,OPTION EXPIRING VARIOUnited State Of America DATES EX VARIOUnited State Of America PRICES, , , , , , , , ,WI TSY BILL, , , , ,United State Of AmericaD,N, , , , ,N.A.,20210812,BBG012248XKO,COZP1051A181, , ,United State Of America GOVI, , , ,United State Of AmericaD,XIB 02/10/22,United State Of America GOVERNMENT, ,D ISCOUNT,5,BGN,N, ,349057, ,  ,N.A., , ,100, ,2, ,Bill,N, , ,1, , ,20220210, , ,195341532,N, ,Y, , ,60232000000,COZP1051A181 Corp,United State Of America, , , ,218252, ,N,United States Treasury Bill - h1I Post Auction, , , , , ,United State Of America, , , , ,N, , ,United State Of America, , ,XIB 0 02/10/22,Corp,United States of Americanada, ,20220210, , ,3352Z, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG001FN4N05, , , , , ,United State Of America,United States Treasury Bill - WI Post Auction, , , , ,912796L72,N, ,Y,9999X03M7,Sovereiqn,Government,United State Of AmericaGN, ,Sovereiqn, ,20076,10010,459,e1924849-2fd5-4c1d-8161-129ef4a20cc9,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,89d2d4f54871b5a1d87ee458bdb11789
N .A.,ORDINARY FULLY PAID,EUR,N,N,Y, ,RY,ROYAL BK canadaNADA TORONTO,canada ,,N .A.,20,Y,IE00B3XGW435, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNFR,, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,EUR, ,N,,224476680, , ,B3XGW43,, , , ,100000, ,, ,2500000,SR UNSECURED, , ,N,N, ,20201111,20211111, , ,N,100,1,N,ORDINARY FULLY PAID, , ,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,EUR,N,O, ,N,Y,N,20211111,BBGOOY19VB50,COZP1052A182, ,N,EURO MTN, , , ,EUR,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N.A.,N, ,7807776, ,  ,N.A., ,20211111,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,188639607,N, ,Y, ,MATURED,2500000,COZP1052A182 Pfd,TE,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,1, , , ,N, , ,canada,N .A., ,RY VO 11/11/21,Pfd,Royal Bank of canadanada, ,20211111, , ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849769,N, ,Y, ,Banks,Financial,BANK,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,e1da212e-4466-42cb-84d1-392a8f47e29e,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,874a2e49ed1c8f2a413ccd241591aa40
N .A.,OPTION EXPIRING VARIOUnited State Of America DATES VARIOUnited State Of America PRICES,GBP,N,N,Y,1,RY,ROYAL BK canadaNADA TORONTO,canada ,,N .A.,20,Y,IE0032587655, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNGR,4, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,GBP, ,N,,224476698,, ,3258765,, , , ,10000, ,, ,400000,SR UNSECURED, , ,N,N,,20201111,20210211, , ,N,100,4,N,OPTION EXPIRING VARIOUnited State Of America DATES VARIOUnited State Of America PRICES, ,,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,GBP,N,O, ,Y,Y,N,20210211,BBGOOY19VBJ5,COZP1053A183, ,N,EURO MTN, , ,,GBP,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N .A.,N, , ,,A2JNS5,N.A., ,20210211,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,7807776,N, ,, ,MATURED,400000,COZP1053A183 Govt,EN,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,4, , , ,N, , ,canada,N .A., ,RY VO 11/11/21 0001,Govt,Royal Bank of canadanada, ,20211111,N, ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849785,N,,Y, ,Banks,Financial,BANK,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,08a9050a-7d4f-4874-ace8-0127e3ed285e,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,79e8086be57c082851dd00e3531e1d84
14.48,OPTION EXPIRING 20-MAR-2023 EX 8.35C,EUR,N,N,Y, ,ESMTB,ESM BILL,S.nat,, ,2,N,IE00B3N5RV20,EBMX, ,XLUX,SEND, ,N,AT MATURITY,0.01,N,N .A., ,DYZCXB, , ,, , , , ,20201112,100.60574, ,20211111,N,N,N,EUR, ,N,,225673284, , ,B3N5RV2,, , , ,0.01, , , ,1490470000,BILLS, , ,N,N, , , , , ,N,100, ,N,OPTION EXPIRING 20-MAR-2023 EX 8.35C, , ,20201106, , , , , ,ESM TBILL, , , , ,EUR,N, , ,N, ,N, ,BBGOOY3WT4D7,COZP1054A184, ,N,EURO NON-DOLLAR, , , ,EUR,ESMTB 0 11/11/21,EURO NON-DOLLAR, ,INTE.REST@MTY,7,EMTS,N, ,33508530, ,,N.A., , ,0.01, ,1, , ,N, , ,2, ,N,20211111, ,N .A.,189148450,N, ,Y, ,MATURED,1490470000,COZP1054A184 Corp,TE,20201112, , ,32208894,ESM 0.0 11/11/21,N,European Stability Mechanism Treasury Bill, , , ,1,N,EC,1, , , ,N, , ,LU,N .A., ,ESMTB 0 11/11/21,Corp,European Stability Mechanism, ,20211111, , ,5701540, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG003PGGR21, , ,N.A., ,N,S.nat,European Stability Mechanism Treasury Bill,N, ,N .A.,1,BM3243326,N, ,Y, ,Sovereign,Government,SUPRA-NATIONAL,Does Not Apply,Sovereign Agency,N,20076,10010,458,6755eea8-18cd-4e8f-b1b8-56fc7f303312,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,6a975d16ca90ac8199a8c56955a41f60
14.852,ORDINARY FULLY PAID,canadaD, ,N,N,A,ABSTNR,h1AS ABSTAINERS INSURANCE,canada,, ,6,N,IE0032587549, , , , , ,N,PERP/canadaLL,10,N,N.A., ,N.A.,2, ,, , , , , , , , ,N,N,N,canadaD, ,N,, , , ,3258754,, , , ,10, , , ,120000,NEW MONEY, , ,N,N, ,19880926,20220415, , ,N,10, , ,ORDINARY FULLY PAID, , , , ,, , , ,WAS ABSTAINERS INSURANCE, ,10,20211015, ,canadaD,N, , ,N, ,N, ,BBG000003790,COZP1055A185, ,Y,PUBLIC, , , ,canadaD,ABSTNR 10 PERP,PUBLIC, ,TYPE PRFD,57,N.A.,N, ,239354, ,,N .A., , ,10, ,1,19880926,Preferred Stock,Y, , ,2, ,N, , ,N .A.,500000,Y, ,N,19881015, ,93080,COZP1055A185 Pfd,canada, ,20220326, , , ,N,Abstainers Insurance Co,20211213,10, ,1,N,canada,2, , , ,N,Anytime, ,United State Of America,N .A., ,ABSTNR 10 PERP A,Pfd, , ,21701015,N, , , ,N.A.,N .A.,N.A.,N .A., ,,20211213,N,N.A., , ,BBG001FL38X7,, ,N .A., ,N,canada,Abstainers Insurance Co, ,19881231,N.A.,1,3864402,N, ,Y,3864402,Insurance,Financial,INDUnited State Of AmericaTRIAL, ,Multi-line Insurance, ,20055,10008,165,111086eb-062b-4540-a7f4-b97054876d7b,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,eef03fa6a454aaf438c9b796eab36a20
15.224,PLACEMENT,United State Of AmericaD, ,N,N,B,AVFI,ADVANCED FINANCIAL INC,United State Of America,, ,5,N,IE00B3P67G83, , , , , ,N,CONV/canadaLL/PERP,4,N,N .A., ,EPXXXX,4, ,, , ,,	,19920611,4,VTR canadaPITAL, ,N,N,N,United State Of AmericaD,1,N,, , ,	,B3P67G8,, , ,,100,  ,  ,,400000,NEW MONEY,4,	,N,N,,19951227,20220110,, ,N,4,, ,PLACEMENT, ,,19920604,19920611,,,		, ,ADVANCED FINANCIAL INC,,10.5,20211010, ,United State Of AmericaD,N,,DTC,Y, ,N, ,BBG000004VJ5,COZP1056A186,,Y,PUBLIC, , , ,United State Of AmericaD,AVFI 10 1/2 PERP,PUBLIC,,TYPE PRFD,57,United State Of America,N,1,102297,,A1V6YG,N .A.,Y, ,100, ,1,19951227,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y,  ,N,19960110, ,363000,COZP1056A186 Govt,United State Of America,19920611,20211227, , ,,N,Advanced Energy Recovery Inc,20211213,4,,1,N,United State Of America,4,		,AVRC,	,N,Anytime, ,United State Of America,N .A.,Optionally,AVFI 10.5 PERP B,Govt,	  ,EQ0010229700001000,21700110,N, ,, ,N .A.,N .A.,N .A.,N .A.,, ,20211213,N,N .A., , ,BBG001FFOCG3,N,AVRC United State Of America Equity,N .A., ,N,United State Of America,Advanced Energy Recovery Inc						, ,19920611,N .A.,1,00753J404,N,	,Y,00753J404,Oil&Gas,Energy,FINANCIAL, ,Oil Comp-Explor&Prodtn, ,20048,10007,135,3736cd91-3ef8-4d8c-b097-f86ed3393641,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,1d622ae4dd8fd9fb233da48087bfb362
